operator_id,operator,legal_name,year,period,period_end,grain,metric_key,metric_zh,value,official_value,unit,comparator,scope,basis,verification_status,verification_count,primary_source_id,primary_source_url,verification_sources,reviewed_source_count,reviewed_source_ids,reviewed_source_urls,audit_outcome,gap_reason_code,gap_reason,quality_note
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,enterprise_2gbps_plus_customers,企業2Gbps以上客戶,,,customers,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；企業2Gbps以上客戶没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；企業2Gbps以上客戶没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,enterprise_core_churn,企業核心業務月流失率,,,percent,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；企業核心業務月流失率没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；企業核心業務月流失率没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,free_tv_population_coverage,免費電視人口/家庭覆蓋率,,,percent,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",source_gap_confirmed,not_applicable_business_scope,HKT披露的是收费电视安装基数，不是免费电视人口或家庭覆盖率；两个口径不互换。,HKT披露的是收费电视安装基数，不是免费电视人口或家庭覆盖率；两个口径不互换。
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,ftth_connections,FTTH連接,0.616,0.616,million_connections,=,consumer FTTH access lines/connections,year_end,official_three_distinct_sources_verified,3,hkt_ar_2016,https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]",3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",value_verified,,,FY2017 698k is directly disclosed in the official results presentation; FY2023 is reported as 1.01m and over one million.
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,homes_passed_or_connected,寬頻網絡覆蓋/接入家庭,,,million_homes,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；寬頻網絡覆蓋/接入家庭没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；寬頻網絡覆蓋/接入家庭没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,mobile_data_dou,月戶均移動數據流量DOU,,,GB_per_user_month,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",source_gap_confirmed,growth_only_no_absolute_value,已复核HKT FY2016年报、业绩公告及演示；仅见数据用量或流量增长描述，没有月戶均移動數據流量DOU的年度绝对值，不能从增长率反推。,已复核HKT FY2016年报、业绩公告及演示；仅见数据用量或流量增长描述，没有月戶均移動數據流量DOU的年度绝对值，不能从增长率反推。
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,mobile_postpaid_arpu,移動後付ARPU,,,HKD_per_user_month,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；移動後付ARPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；移動後付ARPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,mobile_postpaid_churn,移動後付月流失率,1.3,1.3,percent,=,monthly post-paid churn,monthly_rate,official_three_distinct_sources_verified,3,hkt_ar_2016,https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]",3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",value_verified,,,
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,mobile_postpaid_customers,移動後付客戶,3.13,3.13,million_customers,=,Hong Kong post-paid mobile customer base,year_end,official_three_distinct_sources_verified,3,hkt_ar_2016,https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]",3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",value_verified,,,
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,mobile_postpaid_exit_arpu,移動後付期末ARPU,233,233,HKD_per_user_month,=,Hong Kong post-paid exit ARPU,exit_month,official_three_distinct_sources_verified,3,hkt_ar_2016,https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]",3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",value_verified,,,
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,mobile_postpaid_net_ampu,移動後付淨AMPU,,,HKD_per_user_month,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；移動後付淨AMPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；移動後付淨AMPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,mobile_postpaid_net_arpu,移動後付淨ARPU,,,HKD_per_user_month,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；移動後付淨ARPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；移動後付淨ARPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,mobile_prepaid_customers,移動預付客戶,1.382,1.382,million_customers,=,Hong Kong prepaid mobile customer base,year_end,official_three_distinct_sources_verified,3,hkt_ar_2016,https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]",3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",value_verified,,,
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,mtr_stations_5g_enhanced,5G增強地鐵站,,,stations,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",source_gap_confirmed,initiative_specific_count_not_disclosed,已复核HKT FY2016官方材料；可能披露港铁线路或整体覆盖，但没有同口径的5G增强车站数量，线路数不替代车站数。,已复核HKT FY2016官方材料；可能披露港铁线路或整体覆盖，但没有同口径的5G增强车站数量，线路数不替代车站数。
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,pay_tv_customers,收費電視客戶,,,million_customers,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；收費電視客戶没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；收費電視客戶没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,residential_2gbps_plus_customers,住宅2Gbps以上客戶,,,customers,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；住宅2Gbps以上客戶没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；住宅2Gbps以上客戶没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,residential_arph,住宅業務ARPH,,,HKD_per_household_month,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；住宅業務ARPH没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；住宅業務ARPH没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,residential_arpu,住宅業務ARPU,,,HKD_per_month,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；住宅業務ARPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2016官方年报、业绩公告及业绩演示；住宅業務ARPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,telephony_customers,固網電話客戶,2.648,2.648,million_customers,=,"exchange lines in service, business plus residential",year_end,official_three_distinct_sources_verified,3,hkt_ar_2016,https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]",3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",value_verified,,,Exchange lines are the issuer's reusable fixed-telephony customer proxy; they are not unique persons.
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,total_base_stations,移動基站總數,,,base_stations,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",source_gap_confirmed,increment_only_no_total_value,已复核HKT FY2016官方材料；只见站点增建、覆盖或相对扩展描述，没有移動基站總數的年末总量，不能把增量或cell site冒充基站总数。,已复核HKT FY2016官方材料；只见站点增建、覆盖或相对扩展描述，没有移動基站總數的年末总量，不能把增量或cell site冒充基站总数。
hkt,HKT,HKT Trust and HKT Limited,2016,FY2016,2016-12-31,annual,total_customers,總客戶數,4.512,4.512,million_customers,=,"Hong Kong mobile subscribers, post-paid plus prepaid",year_end,official_three_distinct_sources_verified,3,hkt_ar_2016,https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]",3,"[""hkt_ar_2016"", ""hkt_results_2016"", ""hkt_presentation_2016""]","[""https://www.hkt.com/api-service/assets/01e%20-%20Annual%20Repor.pdf"", ""https://www.hkt.com/api-service/assets/e01-2017.01.13%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202016%20Annual%20Res.pdf""]",value_verified,,,"This is HKT's total mobile subscriber base, not a sum of fixed-line, broadband and media accounts."
hkt,HKT,HKT Trust and HKT Limited,2017,FY2017,2017-12-31,annual,5g_base_station_expansion,5G基站擴展幅度,,,percent,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2017"", ""hkt_results_2017"", ""hkt_presentation_2017""]","[""https://www.hkt.com/api-service/assets/2018-hkt-annual-re_e.pdf"", ""https://www.hkt.com/api-service/assets/e01-2018.02.06%20(201.pdf"", ""https://www.hkt.com/api-service/assets/HKT%202017%20Annual%20Res.pdf""]",source_gap_confirmed,precommercial_kpi_not_defined,香港商业5G于2020年推出；FY2017官方材料没有把5G基站擴展幅度定义为可复用年度KPI。仅5G客户与渗透率在可证明为商业服务零值时单独记0，其余不推定。,香港商业5G于2020年推出；FY2017官方材料没有把5G基站擴展幅度定义为可复用年度KPI。仅5G客户与渗透率在可证明为商业服务零值时单独记0，其余不推定。
