operator_id,operator,legal_name,year,period,period_end,grain,metric_key,metric_zh,value,official_value,unit,comparator,scope,basis,verification_status,verification_count,distinct_source_document_count,distinct_source_document_ids,triple_source_status,primary_source_id,primary_source_url,verification_sources,candidate_sources,quality_note
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2017,FY2017,2017-12-31,annual,broadband_arpu,宽带ARPU,,,RMB_per_user_month,=,China Broadnet fixed-broadband ARPU,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2017,FY2017,2017-12-31,annual,fixed_broadband_subscribers,固网宽带用户数,,,million_subscribers,=,China Broadnet consolidated nationwide fixed-broadband subscribers,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2017,FY2017,2017-12-31,annual,mobile_arpu,移动ARPU,,,RMB_per_user_month,=,China Broadnet mobile ARPU,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2017,FY2017,2017-12-31,annual,mobile_dou,月户均移动数据流量DOU,,,GB_per_user_month,=,China Broadnet monthly mobile data usage per user,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2017,FY2017,2017-12-31,annual,mobile_subscribers,移动用户数,,,million_subscribers,=,China Broadnet nationwide mobile subscriber base excluding IoT; separately disclosed total not found,precommercial_not_applicable,not_applicable_precommercial,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2017,FY2017,2017-12-31,annual,total_data_traffic,年度数据流量,,,billion_GB,=,China Broadnet annual mobile data traffic,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],MIIT totals include China Broadnet from February 2024 but do not disclose a company-specific series; the aggregate is not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2018,FY2018,2018-12-31,annual,5g_base_stations,5G基站数,,,million_base_stations,=,700MHz 5G base stations co-built and shared with China Mobile,precommercial_not_applicable,not_applicable_precommercial,0,0,[],not_applicable_missing_value,,,[],[],Pre-network years; not a zero estimate.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2018,FY2018,2018-12-31,annual,5g_network_subscribers,5G网络用户数,,,million_subscribers,=,China Broadnet 5G users,precommercial_not_applicable,not_applicable_precommercial,0,0,[],not_applicable_missing_value,,,[],[],Nationwide commercial mobile service had not launched; not a zero estimate.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2018,FY2018,2018-12-31,annual,broadband_arpu,宽带ARPU,,,RMB_per_user_month,=,China Broadnet fixed-broadband ARPU,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2018,FY2018,2018-12-31,annual,fixed_broadband_subscribers,固网宽带用户数,,,million_subscribers,=,China Broadnet consolidated nationwide fixed-broadband subscribers,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2018,FY2018,2018-12-31,annual,mobile_arpu,移动ARPU,,,RMB_per_user_month,=,China Broadnet mobile ARPU,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2018,FY2018,2018-12-31,annual,mobile_dou,月户均移动数据流量DOU,,,GB_per_user_month,=,China Broadnet monthly mobile data usage per user,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2018,FY2018,2018-12-31,annual,mobile_subscribers,移动用户数,,,million_subscribers,=,China Broadnet nationwide mobile subscriber base excluding IoT; separately disclosed total not found,precommercial_not_applicable,not_applicable_precommercial,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2018,FY2018,2018-12-31,annual,total_data_traffic,年度数据流量,,,billion_GB,=,China Broadnet annual mobile data traffic,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],MIIT totals include China Broadnet from February 2024 but do not disclose a company-specific series; the aggregate is not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2019,FY2019,2019-12-31,annual,5g_base_stations,5G基站数,,,million_base_stations,=,700MHz 5G base stations co-built and shared with China Mobile,precommercial_not_applicable,not_applicable_precommercial,0,0,[],not_applicable_missing_value,,,[],[],Pre-network years; not a zero estimate.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2019,FY2019,2019-12-31,annual,5g_network_subscribers,5G网络用户数,,,million_subscribers,=,China Broadnet 5G users,precommercial_not_applicable,not_applicable_precommercial,0,0,[],not_applicable_missing_value,,,[],[],Nationwide commercial mobile service had not launched; not a zero estimate.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2019,FY2019,2019-12-31,annual,broadband_arpu,宽带ARPU,,,RMB_per_user_month,=,China Broadnet fixed-broadband ARPU,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2019,FY2019,2019-12-31,annual,fixed_broadband_subscribers,固网宽带用户数,,,million_subscribers,=,China Broadnet consolidated nationwide fixed-broadband subscribers,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2019,FY2019,2019-12-31,annual,mobile_arpu,移动ARPU,,,RMB_per_user_month,=,China Broadnet mobile ARPU,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2019,FY2019,2019-12-31,annual,mobile_dou,月户均移动数据流量DOU,,,GB_per_user_month,=,China Broadnet monthly mobile data usage per user,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2019,FY2019,2019-12-31,annual,mobile_subscribers,移动用户数,,,million_subscribers,=,China Broadnet nationwide mobile subscriber base excluding IoT; separately disclosed total not found,precommercial_not_applicable,not_applicable_precommercial,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2019,FY2019,2019-12-31,annual,total_data_traffic,年度数据流量,,,billion_GB,=,China Broadnet annual mobile data traffic,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],MIIT totals include China Broadnet from February 2024 but do not disclose a company-specific series; the aggregate is not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2020,FY2020,2020-12-31,annual,5g_base_stations,5G基站数,,,million_base_stations,=,700MHz 5G base stations co-built and shared with China Mobile,precommercial_not_applicable,not_applicable_precommercial,0,0,[],not_applicable_missing_value,,,[],[],Pre-network years; not a zero estimate.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2020,FY2020,2020-12-31,annual,5g_network_subscribers,5G网络用户数,,,million_subscribers,=,China Broadnet 5G users,precommercial_not_applicable,not_applicable_precommercial,0,0,[],not_applicable_missing_value,,,[],[],Nationwide commercial mobile service had not launched; not a zero estimate.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2020,FY2020,2020-12-31,annual,broadband_arpu,宽带ARPU,,,RMB_per_user_month,=,China Broadnet fixed-broadband ARPU,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2020,FY2020,2020-12-31,annual,fixed_broadband_subscribers,固网宽带用户数,,,million_subscribers,=,China Broadnet consolidated nationwide fixed-broadband subscribers,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2020,FY2020,2020-12-31,annual,mobile_arpu,移动ARPU,,,RMB_per_user_month,=,China Broadnet mobile ARPU,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2020,FY2020,2020-12-31,annual,mobile_dou,月户均移动数据流量DOU,,,GB_per_user_month,=,China Broadnet monthly mobile data usage per user,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2020,FY2020,2020-12-31,annual,mobile_subscribers,移动用户数,,,million_subscribers,=,China Broadnet nationwide mobile subscriber base excluding IoT; separately disclosed total not found,precommercial_not_applicable,not_applicable_precommercial,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2020,FY2020,2020-12-31,annual,total_data_traffic,年度数据流量,,,billion_GB,=,China Broadnet annual mobile data traffic,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],MIIT totals include China Broadnet from February 2024 but do not disclose a company-specific series; the aggregate is not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2021,FY2021,2021-12-31,annual,5g_base_stations,5G基站数,,,million_base_stations,=,700MHz 5G base stations co-built and shared with China Mobile,precommercial_not_applicable,not_applicable_precommercial,0,0,[],not_applicable_missing_value,,,[],[],Pre-network years; not a zero estimate.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2021,FY2021,2021-12-31,annual,5g_network_subscribers,5G网络用户数,,,million_subscribers,=,China Broadnet 5G users,precommercial_not_applicable,not_applicable_precommercial,0,0,[],not_applicable_missing_value,,,[],[],Nationwide commercial mobile service had not launched; not a zero estimate.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2021,FY2021,2021-12-31,annual,broadband_arpu,宽带ARPU,,,RMB_per_user_month,=,China Broadnet fixed-broadband ARPU,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2021,FY2021,2021-12-31,annual,fixed_broadband_subscribers,固网宽带用户数,,,million_subscribers,=,China Broadnet consolidated nationwide fixed-broadband subscribers,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2021,FY2021,2021-12-31,annual,mobile_arpu,移动ARPU,,,RMB_per_user_month,=,China Broadnet mobile ARPU,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2021,FY2021,2021-12-31,annual,mobile_dou,月户均移动数据流量DOU,,,GB_per_user_month,=,China Broadnet monthly mobile data usage per user,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2021,FY2021,2021-12-31,annual,mobile_subscribers,移动用户数,,,million_subscribers,=,China Broadnet nationwide mobile subscriber base excluding IoT; separately disclosed total not found,precommercial_not_applicable,not_applicable_precommercial,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2021,FY2021,2021-12-31,annual,total_data_traffic,年度数据流量,,,billion_GB,=,China Broadnet annual mobile data traffic,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],MIIT totals include China Broadnet from February 2024 but do not disclose a company-specific series; the aggregate is not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2022,FY2022,2022-12-31,annual,5g_base_stations,5G基站数,0.48,0.48,million_base_stations,=,700MHz 5G base stations co-built and shared with China Mobile; not wholly owned by China Broadnet,year_end,official_three_distinct_sources_verified,3,3,"[""china_broadnet_nrta_tech_review_2022"", ""china_mobile_results_2022"", ""china_mobile_sd_2022""]",three_distinct_sources_verified,china_broadnet_nrta_tech_review_2022,https://www.nrta.gov.cn/art/2023/2/11/art_113_63379.html,"[""china_broadnet_nrta_tech_review_2022"", ""china_mobile_sd_2022"", ""china_mobile_results_2022""]","[""china_broadnet_nrta_tech_review_2022"", ""china_mobile_sd_2022"", ""china_mobile_results_2022""]",Shared-network scope; never add this row to China Mobile's base-station total.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2022,FY2022,2022-12-31,annual,5g_network_subscribers,5G网络用户数,5.5,5.5,million_subscribers,>,China Broadnet 5G users,year_end,official_three_distinct_sources_verified,3,3,"[""china_broadnet_jiacreat_filing_2022"", ""china_broadnet_lianhe_rating_2022"", ""china_broadnet_nrta_statistical_bulletin_2022""]",three_distinct_sources_verified,china_broadnet_nrta_2022,https://www.nrta.gov.cn/art/2023/4/27/art_113_64140.html,"[""china_broadnet_nrta_2022"", ""china_broadnet_jiacreat_filing_2022"", ""china_broadnet_lianhe_rating_2022""]","[""china_broadnet_nrta_2022"", ""china_broadnet_jiacreat_filing_2022"", ""china_broadnet_lianhe_rating_2022""]","Official lower bound; three distinct public documents repeat the same nationwide regulator statistic, not three independent measurements."
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2022,FY2022,2022-12-31,annual,broadband_arpu,宽带ARPU,,,RMB_per_user_month,=,China Broadnet fixed-broadband ARPU,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2022,FY2022,2022-12-31,annual,cable_network_industry_revenue,全国有线电视网络收入,71955,71955,RMB_million,=,nationwide cable-TV network industry revenue; not China Broadnet consolidated corporate revenue,year_end,official_single_source,0,0,[],below_three_source_threshold,,,[],"[""china_broadnet_nrta_2022"", ""china_broadnet_lianhe_rating_2022"", ""china_broadnet_lianhe_rating_revenue_2022""]",Stored only as industry context. Never answer this as China Broadnet corporate revenue; corroborating documents can share the same regulator-statistic lineage.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2022,FY2022,2022-12-31,annual,cable_tv_actual_users,全国有线电视实际用户,200,200,million_users,=,nationwide cable-TV industry/federated operating system; not China Broadnet consolidated owned customer count,year_end,official_single_source,0,0,[],below_three_source_threshold,,,[],"[""china_broadnet_nrta_2022"", ""china_broadnet_jiacreat_filing_2022"", ""china_broadnet_lianhe_rating_2022""]",Industry/federated scope only; provincial legal entities were not fully consolidated into a single comparable corporate customer base. Corroborating documents can share the same regulator-statistic lineage.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2022,FY2022,2022-12-31,annual,fixed_broadband_subscribers,固网宽带用户数,,,million_subscribers,=,China Broadnet consolidated nationwide fixed-broadband subscribers,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2022,FY2022,2022-12-31,annual,hd_uhd_cable_tv_users,全国有线电视高清及超高清用户,110,110,million_users,=,nationwide cable-TV industry/federated operating system; not China Broadnet consolidated owned customer count,year_end,official_single_source,0,0,[],below_three_source_threshold,,,[],"[""china_broadnet_nrta_2022"", ""china_broadnet_jiacreat_filing_2022"", ""china_broadnet_lianhe_rating_2022""]",Industry/federated scope; corroborating documents can share the same regulator-statistic lineage.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2022,FY2022,2022-12-31,annual,mobile_arpu,移动ARPU,,,RMB_per_user_month,=,China Broadnet mobile ARPU,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2022,FY2022,2022-12-31,annual,mobile_dou,月户均移动数据流量DOU,,,GB_per_user_month,=,China Broadnet monthly mobile data usage per user,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2022,FY2022,2022-12-31,annual,mobile_subscribers,移动用户数,,,million_subscribers,=,China Broadnet nationwide mobile subscriber base excluding IoT; separately disclosed total not found,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2022,FY2022,2022-12-31,annual,total_data_traffic,年度数据流量,,,billion_GB,=,China Broadnet annual mobile data traffic,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],MIIT totals include China Broadnet from February 2024 but do not disclose a company-specific series; the aggregate is not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2022,FY2022,2022-12-31,annual,two_way_digital_cable_tv_users,全国有线电视双向数字实际用户,98.2,98.2,million_users,=,nationwide cable-TV industry/federated operating system; not China Broadnet consolidated owned customer count,year_end,official_single_source,0,0,[],below_three_source_threshold,,,[],"[""china_broadnet_nrta_2022"", ""china_broadnet_jiacreat_filing_2022"", ""china_broadnet_lianhe_rating_2022""]",Industry/federated scope; corroborating documents can share the same regulator-statistic lineage.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2023,FY2023,2023-12-31,annual,5g_base_stations,5G基站数,0.62,0.62,million_base_stations,=,700MHz 5G base stations co-built and shared with China Mobile; not wholly owned by China Broadnet,year_end,official_three_distinct_sources_verified,3,3,"[""china_mobile_ar_2023"", ""china_mobile_results_2023"", ""china_mobile_sd_2023""]",three_distinct_sources_verified,china_mobile_ar_2023,https://www.chinamobileltd.com/en/ir/reports/ar2023.pdf,"[""china_mobile_ar_2023"", ""china_mobile_sd_2023"", ""china_mobile_results_2023""]","[""china_mobile_ar_2023"", ""china_mobile_sd_2023"", ""china_mobile_results_2023""]",Shared-network scope; never add this row to China Mobile's base-station total.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2023,FY2023,2023-12-31,annual,5g_network_subscribers,5G网络用户数,23,23,million_subscribers,>,China Broadnet 5G users,year_end,official_three_distinct_sources_verified,3,3,"[""china_broadnet_crta_2023"", ""china_broadnet_guangxi_ar_2023"", ""china_broadnet_nrta_2023""]",three_distinct_sources_verified,china_broadnet_nrta_2023,https://www.nrta.gov.cn/art/2024/5/8/art_113_67383.html,"[""china_broadnet_nrta_2023"", ""china_broadnet_crta_2023"", ""china_broadnet_guangxi_ar_2023""]","[""china_broadnet_nrta_2023"", ""china_broadnet_crta_2023"", ""china_broadnet_guangxi_ar_2023""]",Official lower bound; three distinct public documents corroborate the value.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2023,FY2023,2023-12-31,annual,broadband_arpu,宽带ARPU,,,RMB_per_user_month,=,China Broadnet fixed-broadband ARPU,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2023,FY2023,2023-12-31,annual,cable_network_industry_revenue,全国有线电视网络收入,,,RMB_million,=,nationwide cable-TV network industry revenue; not China Broadnet consolidated corporate revenue,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],Stored only as industry context. Never answer this as China Broadnet corporate revenue; corroborating documents can share the same regulator-statistic lineage.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2023,FY2023,2023-12-31,annual,cable_tv_actual_users,全国有线电视实际用户,202,202,million_users,=,nationwide cable-TV industry/federated operating system; not China Broadnet consolidated owned customer count,year_end,official_single_source,0,0,[],below_three_source_threshold,,,[],"[""china_broadnet_nrta_2023"", ""china_broadnet_crta_2023"", ""china_broadnet_shaanxi_ar_2023""]",Industry/federated scope only; provincial legal entities were not fully consolidated into a single comparable corporate customer base. Corroborating documents can share the same regulator-statistic lineage.
china_broadnet,中国广电,China Broadcasting Network Group Corporation Ltd. / China Broadnet,2023,FY2023,2023-12-31,annual,fixed_broadband_subscribers,固网宽带用户数,,,million_subscribers,=,China Broadnet consolidated nationwide fixed-broadband subscribers,year_end,source_gap_confirmed,0,0,[],not_applicable_missing_value,,,[],[],No comparable China Broadnet consolidated disclosure was found; industry aggregates and provincial cable-network company figures are intentionally not substituted.
