record_key,captured_at_hkt,period_label,brand,product_category,service_generation,customer_segment,plan_family,plan_name,monthly_fee_hkd,average_monthly_fee_hkd,local_data_gb,roaming_data_gb,broadband_speed_mbps,post_fup_speed_mbps,contract_months,local_voice,add_on_charges_hkd,tariff_type,source_status,verification_count,verification_status,source_id,source_url,archive_url,http_status,content_hash,evidence_excerpt
0655eb71e32505b6,2026-07-08T14:56:52+08:00,2024,i-CABLE,home_fibre_broadband,Fibre/Broadband,家庭宽频客户,i-CABLE Broadband,i-CABLE Broadband 公屋居屋 1000M X2 HK$98,98,,,,2000,,,,,monthly_plan_fee,public_channel_offer_needs_review,6,multi_source_or_multi_snapshot_verified,icable_broadband_plan_detail,https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,http://web.archive.org/web/20240712123128/https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,200,8cd48f400e8b27548d1e7688fc8cd0f6265f1100,有線寬頻服務計劃詳情 | I Cable Offer top of page 有線寬頻 I-CABLE 最新優惠查詢 ​ 服務計劃詳情 公屋居屋 200M $58 1000M $68 1000M $75 送Tplink c6 router 1G路由器 ​加$20家居電話 1000M X2 $98 （ 打機專用） 私人屋苑 200M $78 送Tplink ax20 wifi 6 router/Tplink mesh m4 router 1000M $98 送Tplink ax20 wifi 6 router/Tplink mesh m4 router ​加$20家居電話 1000M X2 $128 （打機專用） 有線寬頻+My tv super計劃 200M $88 送Mytv Super基本版 1000M $98 送Mytv Super基本版 加$20
82413f39b81bdf27,2026-07-08T14:56:52+08:00,2024,i-CABLE,home_fibre_broadband,Fibre/Broadband,家庭宽频客户,i-CABLE Broadband,i-CABLE Broadband 私人屋苑 200M HK$78,78,,,,200,,,,,monthly_plan_fee,public_channel_offer_needs_review,6,multi_source_or_multi_snapshot_verified,icable_broadband_plan_detail,https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,http://web.archive.org/web/20240712123128/https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,200,8cd48f400e8b27548d1e7688fc8cd0f6265f1100,有線寬頻服務計劃詳情 | I Cable Offer top of page 有線寬頻 I-CABLE 最新優惠查詢 ​ 服務計劃詳情 公屋居屋 200M $58 1000M $68 1000M $75 送Tplink c6 router 1G路由器 ​加$20家居電話 1000M X2 $98 （ 打機專用） 私人屋苑 200M $78 送Tplink ax20 wifi 6 router/Tplink mesh m4 router 1000M $98 送Tplink ax20 wifi 6 router/Tplink mesh m4 router ​加$20家居電話 1000M X2 $128 （打機專用） 有線寬頻+My tv super計劃 200M $88 送Mytv Super基本版 1000M $98 送Mytv Super基本版 加$20
43adf6c4f26933cc,2026-07-08T14:56:52+08:00,2024,i-CABLE,home_fibre_broadband,Fibre/Broadband,家庭宽频客户,i-CABLE Broadband,i-CABLE Broadband 私人屋苑 1000M HK$98,98,,,,1000,,,,,monthly_plan_fee,public_channel_offer_needs_review,8,multi_source_or_multi_snapshot_verified,icable_broadband_plan_detail,https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,http://web.archive.org/web/20240712123128/https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,200,8cd48f400e8b27548d1e7688fc8cd0f6265f1100,有線寬頻服務計劃詳情 | I Cable Offer top of page 有線寬頻 I-CABLE 最新優惠查詢 ​ 服務計劃詳情 公屋居屋 200M $58 1000M $68 1000M $75 送Tplink c6 router 1G路由器 ​加$20家居電話 1000M X2 $98 （ 打機專用） 私人屋苑 200M $78 送Tplink ax20 wifi 6 router/Tplink mesh m4 router 1000M $98 送Tplink ax20 wifi 6 router/Tplink mesh m4 router ​加$20家居電話 1000M X2 $128 （打機專用） 有線寬頻+My tv super計劃 200M $88 送Mytv Super基本版 1000M $98 送Mytv Super基本版 加$20
96e84504d4ab1cc6,2026-07-08T14:56:52+08:00,2025,i-CABLE,home_fibre_broadband,Fibre/Broadband,家庭宽频客户,i-CABLE Broadband,i-CABLE Broadband 公屋居屋 200M HK$58,58,,,,200,,,,,monthly_plan_fee,public_channel_offer_needs_review,6,multi_source_or_multi_snapshot_verified,icable_broadband_plan_detail,https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,http://web.archive.org/web/20250521114930/https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,200,8cd48f400e8b27548d1e7688fc8cd0f6265f1100,有線寬頻服務計劃詳情 | I Cable Offer top of page 有線寬頻 I-CABLE 最新優惠查詢 ​ 服務計劃詳情 公屋居屋 200M $58 1000M $68 1000M $75 送Tplink c6 router 1G路由器 ​加$20家居電話 1000M X2 $98 （ 打機專用） 私人屋苑 200M $78 送Tplink ax20 wifi 6 router/Tplink mesh m4 router 1000M $98 送Tplink ax20 wifi 6 router/Tplink mesh m4 router ​加$20家居電話 1000M X2 $128 （打機專用） 有線寬頻+My tv super計劃 200M $88 送Mytv Super基本版 1000M $98 送Mytv Super基本版 加$20
96974f320c121ed5,2026-07-08T14:56:52+08:00,2025,i-CABLE,home_fibre_broadband,Fibre/Broadband,家庭宽频客户,i-CABLE Broadband,i-CABLE Broadband 公屋居屋 1000M HK$68,68,,,,1000,,,,,monthly_plan_fee,public_channel_offer_needs_review,5,multi_source_or_multi_snapshot_verified,icable_broadband_plan_detail,https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,http://web.archive.org/web/20250521114930/https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,200,8cd48f400e8b27548d1e7688fc8cd0f6265f1100,有線寬頻服務計劃詳情 | I Cable Offer top of page 有線寬頻 I-CABLE 最新優惠查詢 ​ 服務計劃詳情 公屋居屋 200M $58 1000M $68 1000M $75 送Tplink c6 router 1G路由器 ​加$20家居電話 1000M X2 $98 （ 打機專用） 私人屋苑 200M $78 送Tplink ax20 wifi 6 router/Tplink mesh m4 router 1000M $98 送Tplink ax20 wifi 6 router/Tplink mesh m4 router ​加$20家居電話 1000M X2 $128 （打機專用） 有線寬頻+My tv super計劃 200M $88 送Mytv Super基本版 1000M $98 送Mytv Super基本版 加$20
4666904635830943,2026-07-08T14:56:52+08:00,2025,i-CABLE,home_fibre_broadband,Fibre/Broadband,家庭宽频客户,i-CABLE Broadband,i-CABLE Broadband 公屋居屋 1000M HK$75,75,,,,1000,,,,,monthly_plan_fee,public_channel_offer_needs_review,6,multi_source_or_multi_snapshot_verified,icable_broadband_plan_detail,https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,http://web.archive.org/web/20250521114930/https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,200,8cd48f400e8b27548d1e7688fc8cd0f6265f1100,有線寬頻服務計劃詳情 | I Cable Offer top of page 有線寬頻 I-CABLE 最新優惠查詢 ​ 服務計劃詳情 公屋居屋 200M $58 1000M $68 1000M $75 送Tplink c6 router 1G路由器 ​加$20家居電話 1000M X2 $98 （ 打機專用） 私人屋苑 200M $78 送Tplink ax20 wifi 6 router/Tplink mesh m4 router 1000M $98 送Tplink ax20 wifi 6 router/Tplink mesh m4 router ​加$20家居電話 1000M X2 $128 （打機專用） 有線寬頻+My tv super計劃 200M $88 送Mytv Super基本版 1000M $98 送Mytv Super基本版 加$20
1a93644913c8f051,2026-07-08T14:56:52+08:00,2025,i-CABLE,home_fibre_broadband,Fibre/Broadband,家庭宽频客户,i-CABLE Broadband,i-CABLE Broadband 公屋居屋 1000M X2 HK$98,98,,,,2000,,,,,monthly_plan_fee,public_channel_offer_needs_review,6,multi_source_or_multi_snapshot_verified,icable_broadband_plan_detail,https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,http://web.archive.org/web/20250521114930/https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,200,8cd48f400e8b27548d1e7688fc8cd0f6265f1100,有線寬頻服務計劃詳情 | I Cable Offer top of page 有線寬頻 I-CABLE 最新優惠查詢 ​ 服務計劃詳情 公屋居屋 200M $58 1000M $68 1000M $75 送Tplink c6 router 1G路由器 ​加$20家居電話 1000M X2 $98 （ 打機專用） 私人屋苑 200M $78 送Tplink ax20 wifi 6 router/Tplink mesh m4 router 1000M $98 送Tplink ax20 wifi 6 router/Tplink mesh m4 router ​加$20家居電話 1000M X2 $128 （打機專用） 有線寬頻+My tv super計劃 200M $88 送Mytv Super基本版 1000M $98 送Mytv Super基本版 加$20
998651c322692dcd,2026-07-08T14:56:52+08:00,2025,i-CABLE,home_fibre_broadband,Fibre/Broadband,家庭宽频客户,i-CABLE Broadband,i-CABLE Broadband 私人屋苑 200M HK$78,78,,,,200,,,,,monthly_plan_fee,public_channel_offer_needs_review,6,multi_source_or_multi_snapshot_verified,icable_broadband_plan_detail,https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,http://web.archive.org/web/20250521114930/https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,200,8cd48f400e8b27548d1e7688fc8cd0f6265f1100,有線寬頻服務計劃詳情 | I Cable Offer top of page 有線寬頻 I-CABLE 最新優惠查詢 ​ 服務計劃詳情 公屋居屋 200M $58 1000M $68 1000M $75 送Tplink c6 router 1G路由器 ​加$20家居電話 1000M X2 $98 （ 打機專用） 私人屋苑 200M $78 送Tplink ax20 wifi 6 router/Tplink mesh m4 router 1000M $98 送Tplink ax20 wifi 6 router/Tplink mesh m4 router ​加$20家居電話 1000M X2 $128 （打機專用） 有線寬頻+My tv super計劃 200M $88 送Mytv Super基本版 1000M $98 送Mytv Super基本版 加$20
917193f3e6c13b1a,2026-07-08T14:56:52+08:00,2025,i-CABLE,home_fibre_broadband,Fibre/Broadband,家庭宽频客户,i-CABLE Broadband,i-CABLE Broadband 私人屋苑 1000M HK$98,98,,,,1000,,,,,monthly_plan_fee,public_channel_offer_needs_review,8,multi_source_or_multi_snapshot_verified,icable_broadband_plan_detail,https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,http://web.archive.org/web/20250521114930/https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,200,8cd48f400e8b27548d1e7688fc8cd0f6265f1100,有線寬頻服務計劃詳情 | I Cable Offer top of page 有線寬頻 I-CABLE 最新優惠查詢 ​ 服務計劃詳情 公屋居屋 200M $58 1000M $68 1000M $75 送Tplink c6 router 1G路由器 ​加$20家居電話 1000M X2 $98 （ 打機專用） 私人屋苑 200M $78 送Tplink ax20 wifi 6 router/Tplink mesh m4 router 1000M $98 送Tplink ax20 wifi 6 router/Tplink mesh m4 router ​加$20家居電話 1000M X2 $128 （打機專用） 有線寬頻+My tv super計劃 200M $88 送Mytv Super基本版 1000M $98 送Mytv Super基本版 加$20
fcad64f3570b9559,2026-07-08T14:56:52+08:00,2026,i-CABLE,home_fibre_broadband,Fibre/Broadband,家庭宽频客户,i-CABLE Broadband,i-CABLE Broadband 公屋居屋 200M HK$58,58,,,,200,,,,,monthly_plan_fee,public_channel_offer_needs_review,6,multi_source_or_multi_snapshot_verified,icable_broadband_plan_detail,https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,http://web.archive.org/web/20260122200039/https://www.i-cablebroadband-offer.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB%E6%9C%8D%E5%8B%99%E8%A8%88%E5%8A%83%E8%A9%B3%E6%83%85,200,8cd48f400e8b27548d1e7688fc8cd0f6265f1100,有線寬頻服務計劃詳情 | I Cable Offer top of page 有線寬頻 I-CABLE 最新優惠查詢 ​ 服務計劃詳情 公屋居屋 200M $58 1000M $68 1000M $75 送Tplink c6 router 1G路由器 ​加$20家居電話 1000M X2 $98 （ 打機專用） 私人屋苑 200M $78 送Tplink ax20 wifi 6 router/Tplink mesh m4 router 1000M $98 送Tplink ax20 wifi 6 router/Tplink mesh m4 router ​加$20家居電話 1000M X2 $128 （打機專用） 有線寬頻+My tv super計劃 200M $88 送Mytv Super基本版 1000M $98 送Mytv Super基本版 加$20
