subject,category,source_family,indicator_group,period,period_end,grain,metric_key,metric_name,metric_detail,value,unit,official_value,official_unit,verification_status,quality_status,official_source_label,official_source_url,official_evidence,verification_count,verification_method,verification_sources,verification_note,cmhk_relevance
Hong Kong telecommunications market,macro_policy,OFCA telecommunications indicators,Demography,FY2015/16,2016-03-31,fiscal_year,households,Households (million) ( Note 2 ),Households (million) ( Note 2 ),2.471,million,2.471,million,official_match,official_public_table,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,OFCA historical telecommunications indicators table reports Households (million) ( Note 2 ) for 2015 / 2016; latest ten-year window retained for CMHK macro trend context.,2,official_table_plus_official_index_crosscheck,"[{""label"": ""OFCA historical telecommunications indicators table"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm"", ""evidence"": ""Historical official table covering fiscal years 2005/06 to 2024/25.""}, {""label"": ""OFCA telecommunications indicators index"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/indicators/index.html"", ""evidence"": ""Official index links the current annual telecommunications indicators and definitions.""}]",Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.,"Market demand, saturation, investment, traffic, workforce, and pricing context for CMHK mobile, fixed, broadband, enterprise connectivity, and cloud-adjacent services."
Hong Kong telecommunications market,macro_policy,OFCA telecommunications indicators,Demography,FY2016/17,2017-03-31,fiscal_year,households,Households (million) ( Note 2 ),Households (million) ( Note 2 ),2.499,million,2.499,million,official_match,official_public_table,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,OFCA historical telecommunications indicators table reports Households (million) ( Note 2 ) for 2016 / 2017; latest ten-year window retained for CMHK macro trend context.,2,official_table_plus_official_index_crosscheck,"[{""label"": ""OFCA historical telecommunications indicators table"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm"", ""evidence"": ""Historical official table covering fiscal years 2005/06 to 2024/25.""}, {""label"": ""OFCA telecommunications indicators index"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/indicators/index.html"", ""evidence"": ""Official index links the current annual telecommunications indicators and definitions.""}]",Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.,"Market demand, saturation, investment, traffic, workforce, and pricing context for CMHK mobile, fixed, broadband, enterprise connectivity, and cloud-adjacent services."
Hong Kong telecommunications market,macro_policy,OFCA telecommunications indicators,Demography,FY2017/18,2018-03-31,fiscal_year,households,Households (million) ( Note 2 ),Households (million) ( Note 2 ),2.533,million,2.533,million,official_match,official_public_table,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,OFCA historical telecommunications indicators table reports Households (million) ( Note 2 ) for 2017 / 2018; latest ten-year window retained for CMHK macro trend context.,2,official_table_plus_official_index_crosscheck,"[{""label"": ""OFCA historical telecommunications indicators table"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm"", ""evidence"": ""Historical official table covering fiscal years 2005/06 to 2024/25.""}, {""label"": ""OFCA telecommunications indicators index"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/indicators/index.html"", ""evidence"": ""Official index links the current annual telecommunications indicators and definitions.""}]",Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.,"Market demand, saturation, investment, traffic, workforce, and pricing context for CMHK mobile, fixed, broadband, enterprise connectivity, and cloud-adjacent services."
Hong Kong telecommunications market,macro_policy,OFCA telecommunications indicators,Demography,FY2018/19,2019-03-31,fiscal_year,households,Households (million) ( Note 2 ),Households (million) ( Note 2 ),2.564,million,2.564,million,official_match,official_public_table,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,OFCA historical telecommunications indicators table reports Households (million) ( Note 2 ) for 2018 / 2019; latest ten-year window retained for CMHK macro trend context.,2,official_table_plus_official_index_crosscheck,"[{""label"": ""OFCA historical telecommunications indicators table"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm"", ""evidence"": ""Historical official table covering fiscal years 2005/06 to 2024/25.""}, {""label"": ""OFCA telecommunications indicators index"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/indicators/index.html"", ""evidence"": ""Official index links the current annual telecommunications indicators and definitions.""}]",Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.,"Market demand, saturation, investment, traffic, workforce, and pricing context for CMHK mobile, fixed, broadband, enterprise connectivity, and cloud-adjacent services."
Hong Kong telecommunications market,macro_policy,OFCA telecommunications indicators,Demography,FY2019/20,2020-03-31,fiscal_year,households,Households (million) ( Note 2 ),Households (million) ( Note 2 ),2.608,million,2.608,million,official_match,official_public_table,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,OFCA historical telecommunications indicators table reports Households (million) ( Note 2 ) for 2019 / 2020; latest ten-year window retained for CMHK macro trend context.,2,official_table_plus_official_index_crosscheck,"[{""label"": ""OFCA historical telecommunications indicators table"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm"", ""evidence"": ""Historical official table covering fiscal years 2005/06 to 2024/25.""}, {""label"": ""OFCA telecommunications indicators index"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/indicators/index.html"", ""evidence"": ""Official index links the current annual telecommunications indicators and definitions.""}]",Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.,"Market demand, saturation, investment, traffic, workforce, and pricing context for CMHK mobile, fixed, broadband, enterprise connectivity, and cloud-adjacent services."
Hong Kong telecommunications market,macro_policy,OFCA telecommunications indicators,Demography,FY2020/21,2021-03-31,fiscal_year,households,Households (million) ( Note 2 ),Households (million) ( Note 2 ),2.641,million,2.641,million,official_match,official_public_table,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,OFCA historical telecommunications indicators table reports Households (million) ( Note 2 ) for 2020 / 2021; latest ten-year window retained for CMHK macro trend context.,2,official_table_plus_official_index_crosscheck,"[{""label"": ""OFCA historical telecommunications indicators table"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm"", ""evidence"": ""Historical official table covering fiscal years 2005/06 to 2024/25.""}, {""label"": ""OFCA telecommunications indicators index"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/indicators/index.html"", ""evidence"": ""Official index links the current annual telecommunications indicators and definitions.""}]",Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.,"Market demand, saturation, investment, traffic, workforce, and pricing context for CMHK mobile, fixed, broadband, enterprise connectivity, and cloud-adjacent services."
Hong Kong telecommunications market,macro_policy,OFCA telecommunications indicators,Demography,FY2021/22,2022-03-31,fiscal_year,households,Households (million) ( Note 2 ),Households (million) ( Note 2 ),2.669,million,2.669,million,official_match,official_public_table,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,OFCA historical telecommunications indicators table reports Households (million) ( Note 2 ) for 2021 / 2022; latest ten-year window retained for CMHK macro trend context.,2,official_table_plus_official_index_crosscheck,"[{""label"": ""OFCA historical telecommunications indicators table"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm"", ""evidence"": ""Historical official table covering fiscal years 2005/06 to 2024/25.""}, {""label"": ""OFCA telecommunications indicators index"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/indicators/index.html"", ""evidence"": ""Official index links the current annual telecommunications indicators and definitions.""}]",Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.,"Market demand, saturation, investment, traffic, workforce, and pricing context for CMHK mobile, fixed, broadband, enterprise connectivity, and cloud-adjacent services."
Hong Kong telecommunications market,macro_policy,OFCA telecommunications indicators,Demography,FY2022/23,2023-03-31,fiscal_year,households,Households (million) ( Note 2 ),Households (million) ( Note 2 ),2.671,million,2.671,million,official_match,official_public_table,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,OFCA historical telecommunications indicators table reports Households (million) ( Note 2 ) for 2022 / 2023; latest ten-year window retained for CMHK macro trend context.,2,official_table_plus_official_index_crosscheck,"[{""label"": ""OFCA historical telecommunications indicators table"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm"", ""evidence"": ""Historical official table covering fiscal years 2005/06 to 2024/25.""}, {""label"": ""OFCA telecommunications indicators index"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/indicators/index.html"", ""evidence"": ""Official index links the current annual telecommunications indicators and definitions.""}]",Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.,"Market demand, saturation, investment, traffic, workforce, and pricing context for CMHK mobile, fixed, broadband, enterprise connectivity, and cloud-adjacent services."
Hong Kong telecommunications market,macro_policy,OFCA telecommunications indicators,Demography,FY2023/24,2024-03-31,fiscal_year,households,Households (million) ( Note 2 ),Households (million) ( Note 2 ),2.7,million,2.7,million,official_match,official_public_table,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,OFCA historical telecommunications indicators table reports Households (million) ( Note 2 ) for 2023 / 2024; latest ten-year window retained for CMHK macro trend context.,2,official_table_plus_official_index_crosscheck,"[{""label"": ""OFCA historical telecommunications indicators table"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm"", ""evidence"": ""Historical official table covering fiscal years 2005/06 to 2024/25.""}, {""label"": ""OFCA telecommunications indicators index"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/indicators/index.html"", ""evidence"": ""Official index links the current annual telecommunications indicators and definitions.""}]",Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.,"Market demand, saturation, investment, traffic, workforce, and pricing context for CMHK mobile, fixed, broadband, enterprise connectivity, and cloud-adjacent services."
Hong Kong telecommunications market,macro_policy,OFCA telecommunications indicators,Demography,FY2024/25,2025-03-31,fiscal_year,households,Households (million) ( Note 2 ),Households (million) ( Note 2 ),2.763,million,2.763,million,official_match,official_public_table,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,OFCA historical telecommunications indicators table reports Households (million) ( Note 2 ) for 2024 / 2025; latest ten-year window retained for CMHK macro trend context.,2,official_table_plus_official_index_crosscheck,"[{""label"": ""OFCA historical telecommunications indicators table"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm"", ""evidence"": ""Historical official table covering fiscal years 2005/06 to 2024/25.""}, {""label"": ""OFCA telecommunications indicators index"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/indicators/index.html"", ""evidence"": ""Official index links the current annual telecommunications indicators and definitions.""}]",Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.,"Market demand, saturation, investment, traffic, workforce, and pricing context for CMHK mobile, fixed, broadband, enterprise connectivity, and cloud-adjacent services."
Hong Kong telecommunications market,macro_policy,OFCA telecommunications indicators,Telephone Network,FY2015/16,2016-03-31,fiscal_year,main_telephone_lines_in_operation,Main telephone lines in operation (million),Main telephone lines in operation (million),4.22,million,4.22,million,official_match,official_public_table,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,OFCA historical telecommunications indicators table reports Main telephone lines in operation (million) for 2015 / 2016; latest ten-year window retained for CMHK macro trend context.,2,official_table_plus_official_index_crosscheck,"[{""label"": ""OFCA historical telecommunications indicators table"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm"", ""evidence"": ""Historical official table covering fiscal years 2005/06 to 2024/25.""}, {""label"": ""OFCA telecommunications indicators index"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/indicators/index.html"", ""evidence"": ""Official index links the current annual telecommunications indicators and definitions.""}]",Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.,"Market demand, saturation, investment, traffic, workforce, and pricing context for CMHK mobile, fixed, broadband, enterprise connectivity, and cloud-adjacent services."
Hong Kong telecommunications market,macro_policy,OFCA telecommunications indicators,Telephone Network,FY2016/17,2017-03-31,fiscal_year,main_telephone_lines_in_operation,Main telephone lines in operation (million),Main telephone lines in operation (million),4.2,million,4.2,million,official_match,official_public_table,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,OFCA historical telecommunications indicators table reports Main telephone lines in operation (million) for 2016 / 2017; latest ten-year window retained for CMHK macro trend context.,2,official_table_plus_official_index_crosscheck,"[{""label"": ""OFCA historical telecommunications indicators table"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm"", ""evidence"": ""Historical official table covering fiscal years 2005/06 to 2024/25.""}, {""label"": ""OFCA telecommunications indicators index"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/indicators/index.html"", ""evidence"": ""Official index links the current annual telecommunications indicators and definitions.""}]",Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.,"Market demand, saturation, investment, traffic, workforce, and pricing context for CMHK mobile, fixed, broadband, enterprise connectivity, and cloud-adjacent services."
Hong Kong telecommunications market,macro_policy,OFCA telecommunications indicators,Telephone Network,FY2017/18,2018-03-31,fiscal_year,main_telephone_lines_in_operation,Main telephone lines in operation (million),Main telephone lines in operation (million),4.14,million,4.14,million,official_match,official_public_table,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,OFCA historical telecommunications indicators table reports Main telephone lines in operation (million) for 2017 / 2018; latest ten-year window retained for CMHK macro trend context.,2,official_table_plus_official_index_crosscheck,"[{""label"": ""OFCA historical telecommunications indicators table"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm"", ""evidence"": ""Historical official table covering fiscal years 2005/06 to 2024/25.""}, {""label"": ""OFCA telecommunications indicators index"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/indicators/index.html"", ""evidence"": ""Official index links the current annual telecommunications indicators and definitions.""}]",Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.,"Market demand, saturation, investment, traffic, workforce, and pricing context for CMHK mobile, fixed, broadband, enterprise connectivity, and cloud-adjacent services."
Hong Kong telecommunications market,macro_policy,OFCA telecommunications indicators,Telephone Network,FY2018/19,2019-03-31,fiscal_year,main_telephone_lines_in_operation,Main telephone lines in operation (million),Main telephone lines in operation (million),4.09,million,4.09,million,official_match,official_public_table,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,OFCA historical telecommunications indicators table reports Main telephone lines in operation (million) for 2018 / 2019; latest ten-year window retained for CMHK macro trend context.,2,official_table_plus_official_index_crosscheck,"[{""label"": ""OFCA historical telecommunications indicators table"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm"", ""evidence"": ""Historical official table covering fiscal years 2005/06 to 2024/25.""}, {""label"": ""OFCA telecommunications indicators index"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/indicators/index.html"", ""evidence"": ""Official index links the current annual telecommunications indicators and definitions.""}]",Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.,"Market demand, saturation, investment, traffic, workforce, and pricing context for CMHK mobile, fixed, broadband, enterprise connectivity, and cloud-adjacent services."
