row	status	entities	source_urls	extracted_fields	missing_fields	result_file
12	ok	HKBN	"【HKBN】
- https://www.hkbn.net/group/en/newsroom/press-releases/20251031_FY25_Annual_Results
- https://www.hkbn.net/group/en/investor-engagement/announcement-circulars"	业绩报告公告,董事会,股东大会,派息,持续性关联交易		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_12.json
13	ok	HKBN	"【HKBN】
- https://stockanalysis.com/quote/hkg/1310/
- https://www.hkbn.net/group/en/investor-engagement/announcement-circulars
- https://www.aastocks.com/en/stocks/quote/detail-quote.aspx?symbol=01310
- https://stockanalysis.com/quote/hkg/1310/filings/2925673/
- https://stockanalysis.com/quote/hkg/1310/filings/1903575/"	股价异动		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_13.json
14	ok	HKBN	"【HKBN】
- https://reg.hkbn.net/WwwCMS/upload/web/en/20241128-TPLink.html
- https://reg.hkbn.net/WwwCMS/upload/web/en/20260401_HIKMICRO.html
- https://www.hkbn.net/group/en/newsroom/press-releases/20251031_FY25_Annual_Results"	宽带套餐,企业ICT,云/安全,融合产品,重大合作,区域布局		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_14.json
15	partial	HGC	"【HGC】
- https://www.hgc-intl.com/
- https://www.hgc-intl.com/insight/hgc-sets-out-for-full-scale-transformation/
- https://www.hgc-intl.com/search-result?keyword=SDN
- https://www.hgc-intl.com/privacy-policy-and-personal-information-collection-statement-2025
- https://www.hgc-intl.com/search-result?keyword=A2P SMS"	家宽用户数,网络覆盖,企业通信,跨境链路,数据中心,云网产品,派息,战略升级,券商观点,市场反应	资本开支,HGC:资本开支	/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_15.json
16	ok	HGC	"【HGC】
- https://www.hgc-intl.com/insight/hgc-sets-out-for-full-scale-transformation/
- https://www.hgc-intl.com/
- https://www.hgc-intl.com/privacy-policy-and-personal-information-collection-statement-2025
- https://www.hgc-intl.com/search-result?keyword=SDN
- https://www.hgc-intl.com/search-result?keyword=A2P SMS"	海缆/跨境链路,数据中心,企业网络,合作项目		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_16.json
17	ok	iCable	"【iCable】
- https://www.i-cablecomm.com/annual-interim-reports?lang=en
- https://www.i-cablecomm.com/en/contact-us
- https://www.i-cablecomm.com/en/annual-interim-reports
- https://stockanalysis.com/quote/hkg/1097/financials/
- https://financialreports.eu/filings/i-cable-communications-limited/annual-report/2025/24023514/"	运营收入/总收益,服务收入,EBITDA,净利润,客户数/用户数,5G用户数,ARPU,资本开支,派息,战略升级,券商观点,市场反应,宽频线数/家宽用户数,网络覆盖		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_17.json
18	ok	iCable	"【iCable】
- https://www.i-cablecomm.com/en-newsroom/i-cable-communications-limited-appoints-new-chief-executive-officer
- https://www.i-cablecomm.com/annual-interim-reports?lang=en
- https://www.i-cablebroadband-offer.com/
- https://financialreports.eu/filings/i-cable-communications-limited/annual-report/2025/24023514/
- https://www.i-cablecomm.com/en-newsroom/fivb-volleyball-nations-league-hong-kong-2025-kicks-off-exclusive-free-live-broadcast-on-hoy-starting-from-june-16-at-8-30-pm-on-channel-77"	宽带套餐,电讯业务战略合作		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_18.json
19	partial	Singtel,Telstra,SK Telecom,KT,NTT Docomo,KDDI,SoftBank,Jio,Airtel	"【Singtel】
- https://www.singtel.com/about-us/media-centre/news-releases/singtel-partners-ericsson-to-accelerate-industry-transformation-with-5g-advanced
- https://www.singtel.com/about-us/media-centre/news-releases/singtel-posts-fy26-net-profit
【Telstra】
- https://www.telstra.com.au/aboutus/media
【SK Telecom】
- https://news.sktelecom.com/en/category/press-center/press-release
- https://news.sktelecom.com/en/2787
- https://www.jio.com/
- https://www.docomo.ne.jp/english/info/media_center/pr/2026/
- https://news.sktelecom.com/en/sustainability-report
【KT】
- https://news.sktelecom.com/en/category/press-center/press-release
- https://news.sktelecom.com/en/2787
- https://corp.kt.com/eng/
- https://www.jio.com/
- https://news.sktelecom.com/en/sustainability-report
【NTT Docomo】
- https://www.docomo.ne.jp/english/info/media_center/pr/2026/0225_02.html
- https://www.docomo.ne.jp/english/info/media_center/pr/2026/0303_00.html
- https://news.sktelecom.com/en/category/press-center/press-release
- https://www.docomo.ne.jp/english/info/media_center/pr/2026/
- https://www.docomo.ne.jp/english/?icid=CRP_EN_INFO_media_center_pr_2026_0303_00_to_CRP_EN
【KDDI】
- https://newsroom.kddi.com/english/news/detail/kddi_nr-560_3842.html
- https://newsroom.kddi.com/english/news/index
【SoftBank】
- https://www.softbank.jp/en/corp/news/press/sbkk/2026/20260416_02/
- https://www.softbank.jp/en/corp/news/press/sbkk/2026/20260302_03/
- https://www.softbank.jp/en/corp/philosophy/strategy/financial/
- https://www.softbank.jp/en/corp/ir/documents/financial_reports/
- https://www.softbank.jp/en/corp/ir/documents/presentations/
【Jio】
- https://www.jio.com/
- https://www.airtel.in/press-release/03-2026/airtel-announces-us1-billion-investment-in-nxtra-led-by-alpha-wave-global-and-existing-investor-carlyle-bharti-airtel-will-also-participate/
- https://www.airtel.in/press-release
- https://www.airtel.in/press-release/01-2025/bharti-airtel-and-bajaj-finance-enter-into-a-strategic-partnership-to-create-one-of-indias-largest-digital-platforms-for-financial-services/
- https://www.airtel.in/press-release/08-2025/nxtra-by-sirtel-releases-sustainability-report-for-fy2024-25
【Airtel】
- https://www.airtel.in/press-release/03-2026/airtel-announces-us1-billion-investment-in-nxtra-led-by-alpha-wave-global-and-existing-investor-carlyle-bharti-airtel-will-also-participate/
- https://www.airtel.in/press-release
- https://www.airtel.in/press-release/01-2025/bharti-airtel-and-bajaj-finance-enter-into-a-strategic-partnership-to-create-one-of-indias-largest-digital-platforms-for-financial-services/
- https://www.airtel.in/press-release/08-2025/nxtra-by-sirtel-releases-sustainability-report-for-fy2024-25
- https://www.airtel.in/press-release/09-2025/airtels-fight-against-fraud-reduces-financial-losses-for-its-customers-by-nearly-70/"	AI,5G-A,云,企业ICT,Capex方向	Singtel:AI,云,企业ICT,Capex方向,Telstra:5G-A,云,Capex方向,SK Telecom:5G-A,KT:5G-A,NTT Docomo:5G-A,KDDI:5G-A,Capex方向,SoftBank:5G-A,Capex方向	/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_19.json
20	partial	Vodafone,Deutsche Telekom,Orange,Telefonica,BT/EE,TIM,Verizon,AT&T,T-Mobile US	"【Vodafone】
- https://www.vodafone.com/news/newsroom/technology/pan-european-federated-edge-continuum
- https://www.vodafone.com/news/technology/vodafone-advances-future-ready-radio-access-network
- https://www.vodafone.com/news/newsroom/technology/new-open-ran-ready-chip-tested-by-vodafone-samsung-and-amd
- https://www.vodafone.com/pdf-viewer.aspx?gid=514358169&src=/~/media/Files/V/vodafone/Universal/documents/vodafone-plc-mss-2024-25.pdf
- https://www.vodafone.com/investors/performance-and-reports
【Deutsche Telekom】
- https://www.telekom.com/en/media/media-information
- https://www.vodafone.com/news/newsroom/technology/pan-european-federated-edge-continuum
- https://www.telekom.com/en/media/media-information/archive/joint-6g-innovation-hub-1102882
- https://www.telekom.com/en/media/media-information/archive/new-network-apis-1027626
- https://www.telekom.com/en/media/media-information/archive/first-quarter-report-2026-1104752
【Orange】
- https://www.vodafone.com/news/newsroom/technology/pan-european-federated-edge-continuum
- https://developer.orange.com/blog/meet-the-network-apis-playground-safely-build-break-and-learn/
- https://developer.orange.com/events/mwc-2026/
【Telefonica】
- https://www.telefonica.com/en/communication-room/press-room/
- https://www.vodafone.com/news/newsroom/technology/pan-european-federated-edge-continuum
- https://www.telefonica.com/en/communication-room/reports/
- https://www.telefonica.com/en/communication-room/press-room/telefonica-increases-revenue-8127-million-euros-quarter-confirms-financial-targets-2026/
- https://www.telefonica.com/en/communication-room/reports/telefonica-esg-2024-key-indicators-and-progress-toward-a-sustainable-model/
【BT/EE】
- https://www.bt.com/about/bt/our-company/group-businesses/networks
- https://newsroom.bt.com/bt-group-and-ericsson-strengthen-partnership-to-unlock-smarter-more-reliable-5g-services-for-uk-businesses/
- https://www.bt.com/about/bt/policy-and-regulation/download-centre
- https://www.bt.com/about/investors/financial-reporting-and-news
- https://www.bt.com/about/investors/financial-reporting-and-news/annual-reports
【TIM】
- https://www.verizon.com/business/solutions/network-apis/
- https://www.telekom.com/en/media/media-information
- https://www.bt.com/about/bt/our-company/group-businesses/networks
- https://www.verizon.com/5g/home/
- https://newsroom.bt.com/bt-group-and-ericsson-strengthen-partnership-to-unlock-smarter-more-reliable-5g-services-for-uk-businesses/
【Verizon】
- https://www.verizon.com/business/solutions/network-apis/
- https://www.verizon.com/5g/home/
- https://www.verizon.com/financial-services/verizon-visa-card/?origin=gnavFooter
- https://www.verizon.com/solutions-and-services/report-security-vulnerability/
- https://www.verizon.com/financial-services/verizon-visa-card/?origin=gnavHeader
【AT&T】
- https://investors.att.com/financial-reports/annual-reports/2025
- https://investors.att.com/financial-reports/quarterly-earnings/2026
【T-Mobile US】
- https://www.telekom.com/en/media/media-information
- https://www.telekom.com/en/media/media-information/archive/joint-6g-innovation-hub-1102882
- https://www.telekom.com/en/media/media-information/archive/new-network-apis-1027626
- https://www.telekom.com/en/media/media-information/archive/first-quarter-report-2026-1104752
- https://report.telekom.com/cr-report/2025/"	网络API,Open RAN,边缘计算,FWA,AI网络	Vodafone:FWA,Deutsche Telekom:FWA,Orange:FWA,Telefonica:FWA,BT/EE:FWA,Verizon:边缘计算,T-Mobile US:FWA	/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_20.json
21	ok	e&,stc,中国移动,中国电信,中国联通	"【e&】
- https://www.eand.com/en/news/10-feb-26-eand-cw-services-and-ses.html
- https://www.eand.com/en/news/22-jan-2026-eand-enterprise-and-emergence-partnership.html
- https://www.eand.com/en/news/16-mar-26-eand-khalifa-uni-launch-white-paper.html
- https://www.eand.com/en/news/28-04-26-eand-financial-results-q1-2026.html
- https://www.eand.com/en/news/news-overview.html
【stc】
- https://www.eand.com/en/news/news-overview.html
- https://www.stc.com/en/investors.html
- https://www.stc.com/content/stcgroupwebsite/sa/en/sustainability.html
- https://www.stc.com/content/dam/stc/stc-annual-report-2024
【中国移动】
- https://www.chinamobileltd.com/en/ir/reports.php
【中国电信】
- https://www.chinatelecom-h.com/en/ir/reports.php
- https://en.c114.com.cn/576/a1307257.html
- http://en.c114.com.cn/576/a1309042.html
【中国联通】
- https://en.c114.com.cn/576/a1307257.html
- http://en.c114.com.cn/576/a1309042.html"	AI,算力网络,云,DICT,5G-A,资本开支		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_21.json
22	ok	政治资讯（和25行可能存在重合，请Alex考虑是否合并）	"【政治资讯（和25行可能存在重合，请Alex考虑是否合并）】
- https://www.policyaddress.gov.hk/2025/en/index.html
- https://www.policyaddress.gov.hk/2024/en/index.html
- https://www.digitalpolicy.gov.hk/en/
- https://www.itib.gov.hk/en/index.html
- https://www.digitalpolicy.gov.hk/en/about_us/consolidated_annual_open_data_plans/"	施政报告,战略规划,区域发展,重大投资		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_22.json
23	ok	经济资讯（和30行可能存在重合，请Alex考虑是否合并）	"【经济资讯（和30行可能存在重合，请Alex考虑是否合并）】
- https://www.censtatd.gov.hk/en/scode200.html
- https://www.censtatd.gov.hk/en/scode460.html
- https://www.pmi.spglobal.com/Public/Home/PressRelease/a8f02e53a64c42c7bed05c6df7b1a487
- https://apidocs.hkma.gov.hk/abouthkmasapi/
- https://data.gov.hk/en-data/dataset/hk-censtatd-commonidds-common-idds"	人口,零售额,PMI,失业率		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_23.json
24	ok	行业资讯	"【行业资讯】
- https://www.policyaddress.gov.hk/2025/en/highlight.html
- https://www.digitalpolicy.gov.hk/en/
- https://www.info.gov.hk/gia/general/202506/26/P2025062600269.htm
- https://www.investhk.gov.hk/en/news/
- https://www.info.gov.hk/gia/general/202506/26/P2025062500847.htm"	跨境贸易,科技创投,人工智能,低空经济,Web3		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_24.json
25	ok	社会资讯	"【社会资讯】
- https://www.info.gov.hk/gia/general/today.htm
- https://www.housingauthority.gov.hk/en/about-us/news-centre/press-releases/index.html
- https://www.info.gov.hk/gia/general/202606/11c.htm
- https://www.housingauthority.gov.hk/en/public-housing/meeting-special-needs/families-with-financial-hardships/index.html
- https://www.info.gov.hk/gia/general/202606/11/P2026061100332.htm"	本地生活咨询		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_25.json
26	partial	香港本地监管,政策	"【香港本地监管】
- https://www.ofca.gov.hk/en/home/index.html
- https://www.digitalpolicy.gov.hk/en/
- https://www.pcpd.org.hk/english/artificial_intelligence/index.html
- https://www.digitalpolicy.gov.hk/en/about_us/consolidated_annual_open_data_plans/
- https://www.ofca.gov.hk/en/about_us/reports/trading_fund/index.html
【政策】
- https://www.ofca.gov.hk/en/home/index.html
- https://www.digitalpolicy.gov.hk/en/
- https://www.pcpd.org.hk/english/artificial_intelligence/index.html
- https://www.digitalpolicy.gov.hk/en/about_us/consolidated_annual_open_data_plans/
- https://www.ofca.gov.hk/en/about_us/reports/trading_fund/index.html"	OFCA政策,频谱/牌照,服务质量,网络安全,PCPD/AI指引,数据跨境	香港本地监管:OFCA政策,频谱/牌照,服务质量,网络安全,PCPD/AI指引,数据跨境,政策:OFCA政策,频谱/牌照,服务质量,网络安全,PCPD/AI指引,数据跨境	/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_26.json
27	partial	重点国家,地区AI与数据监管	"【重点国家】
- https://digital-strategy.ec.europa.eu/en/policies/data-act
- https://digital-strategy.ec.europa.eu/en/policies/digital-services-act-package
- https://digital-strategy.ec.europa.eu/en/policies/data-act-explained
- https://digital-strategy.ec.europa.eu/en/policies/regulatory-framework-ai
- https://commission.europa.eu/news-and-media/news/data-act-enters-force-what-it-means-you-2024-01-11_en
【地区AI与数据监管】
- https://digital-strategy.ec.europa.eu/en/policies/data-act
- https://digital-strategy.ec.europa.eu/en/policies/digital-services-act-package
- https://digital-strategy.ec.europa.eu/en/policies/data-act-explained
- https://digital-strategy.ec.europa.eu/en/policies/regulatory-framework-ai
- https://commission.europa.eu/news-and-media/news/data-act-enters-force-what-it-means-you-2024-01-11_en"	EU AI Act,EU Data Act,GDPR/DSA,新加坡AI治理,隐私法规	重点国家:EU AI Act,EU Data Act,GDPR/DSA,新加坡AI治理,隐私法规,地区AI与数据监管:EU AI Act,EU Data Act,GDPR/DSA,新加坡AI治理,隐私法规	/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_27.json
28	ok	通信监管机构	"【通信监管机构】
- https://www.ofca.gov.hk/en/industry_focus/industry_focus/portability/mnp/index.html
- https://www.ofca.gov.hk/en/consumer_focus/guide/general/gba/index.html
- https://www.ofca.gov.hk/en/home/index.html
- https://www.ofca.gov.hk/en/site_map/index.html
- https://www.mddi.gov.sg/newsroom/opening-remarks-by-mr-s-iswaran-at-the-sgd-industry-day/"	频谱拍卖,5G/6G规划,网络共享,覆盖义务,网络安全,卫星通信,携号转网/漫游		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_28.json
29	partial	国际组织,行业权威机构	"【国际组织】
- https://www.gsma.com/newsroom/press-releases/
- https://api.worldbank.org/v2/country/HKG/indicator/NY.GDP.MKTP.CD?format=json&per_page=5
- https://oecd.ai/
- https://www.itu.int/
- https://oecd.ai/en/working-group-innovation-and-commercialisation
【行业权威机构】
- https://www.gsma.com/newsroom/press-releases/
- https://api.worldbank.org/v2/country/HKG/indicator/NY.GDP.MKTP.CD?format=json&per_page=5
- https://oecd.ai/
- https://www.itu.int/
- https://oecd.ai/en/working-group-innovation-and-commercialisation"	ITU数字发展,宽带指标,OECD数字经济,World Bank/IMF宏观	国际组织:ITU数字发展,宽带指标,OECD数字经济,World Bank/IMF宏观,行业权威机构:ITU数字发展,宽带指标,OECD数字经济,World Bank/IMF宏观	/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_29.json
30	partial	宏观经济,人口,消费	"【宏观经济】
- https://api.worldbank.org/v2/country/HKG/indicator/NY.GDP.MKTP.CD?format=json&per_page=5
- https://www.censtatd.gov.hk/en/scode200.html
- https://www.censtatd.gov.hk/en/scode460.html
- https://www.info.gov.hk/gia/general/202601/22/P2026012200447p.htm
- https://apidocs.hkma.gov.hk/abouthkmasapi/
【人口】
- https://api.worldbank.org/v2/country/HKG/indicator/NY.GDP.MKTP.CD?format=json&per_page=5
- https://www.censtatd.gov.hk/en/scode200.html
- https://www.censtatd.gov.hk/en/scode460.html
- https://www.info.gov.hk/gia/general/202601/22/P2026012200447p.htm
- https://apidocs.hkma.gov.hk/abouthkmasapi/
【消费】
- https://api.worldbank.org/v2/country/HKG/indicator/NY.GDP.MKTP.CD?format=json&per_page=5
- https://www.censtatd.gov.hk/en/scode200.html
- https://www.censtatd.gov.hk/en/scode460.html
- https://www.info.gov.hk/gia/general/202601/22/P2026012200447p.htm
- https://apidocs.hkma.gov.hk/abouthkmasapi/"	访港旅客,零售,失业率,CPI,利率,汇率	宏观经济:访港旅客,零售,失业率,CPI,利率,汇率,人口:访港旅客,零售,失业率,CPI,利率,汇率,消费:访港旅客,零售,失业率,CPI,利率,汇率	/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_30.json
31	ok	行业资讯	"【行业资讯】
- https://www.softbank.jp/en/corp/news/press/sbkk/2026/20260302_03/
- https://www.totaltele.com/
- https://www.gsma.com/newsroom/press-releases/
- https://www.softbank.jp/en/corp/philosophy/strategy/financial/
- https://www.softbank.jp/en/corp/ir/documents/financial_reports/"	技术动态,市场趋势,企业重大合作,前沿产品		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_31.json
32	ok	行业资讯	"【行业资讯】
- https://www.gsma.com/newsroom/press-releases/
- https://www.investhk.gov.hk/en/news/
- https://www.totaltele.com/
- https://www.verizon.com/about/news/verizon-and-frontier-regulatory-approval
- https://report.telekom.com/annual-report-2025/management-report/development-of-business-in-the-operating-segments/united-states.html"	收购,融资,合资,股权交易		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_32.json
33	ok	政治新闻	"【政治新闻】
- https://www.gov.cn/
- https://english.www.gov.cn/
- https://www.mfa.gov.cn/eng/
- https://english.www.gov.cn/news/202606/09/content_WS6a27cf48c6d00ca5f9a0b7ef.html
- https://www.gov.cn/yaowen/liebiao/202606/content_7071776.htm"	地缘政治,经济,重大政策/声明		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_33.json
34	ok	宏观指标	"【宏观指标】
- https://www.stats.gov.cn/english/
- https://api.worldbank.org/v2/country/HKG/indicator/NY.GDP.MKTP.CD?format=json&per_page=5
- https://www.censtatd.gov.hk/en/scode200.html
- https://www.discoverhongkong.com/eng/hktb/newsroom/tourism-statistics.html
- https://www.stats.gov.cn/english/PressRelease/202606/t20260601_1963851.html"	GDP,进出口,失业率,旅游业数据		/Users/liaowang/Desktop/揭榜挂帅需求/cmhk_public_crawl_20260521/results/row_34.json
